,team,opp,target,spread,team_label,opp_label,home_win_pct_week_minus_one,away_win_pct_week_minus_one,win_pct_week_minus_one,spread_week_minus_one,team_conf_label_week_minus_one,team_conf_week_minus_one,opp_conf_week_minus_one,away_conf_label_week_minus_one,opp_home_win_pct_week_minus_one,opp_away_win_pct_week_minus_one,opp_home_win_pct_one,home_wins_week_minus_one,away_wins_week_minus_one,points_against_week_minus_one,points_for_week_minus_one,total_wins_week_minus_one,total_week_minus_one,home_points_week_minus_one,away_points_week_minus_one,home_win_week_minus_one,away_win_week_minus_one,home_win_pct_week_minus_two,away_win_pct_week_minus_two,win_pct_week_minus_two,spread_week_minus_two,team_conf_label_week_minus_two,team_conf_week_minus_two,opp_conf_week_minus_two,away_conf_label_week_minus_two,opp_home_win_pct_week_minus_two,opp_away_win_pct_week_minus_two,opp_home_win_pct_two,home_wins_week_minus_two,away_wins_week_minus_two,points_against_week_minus_two,points_for_week_minus_two,total_wins_week_minus_two,total_week_minus_two,home_points_week_minus_two,away_points_week_minus_two,home_win_week_minus_two,away_win_week_minus_two,home_win_pct_week_minus_three,away_win_pct_week_minus_three,win_pct_week_minus_three,spread_week_minus_three,team_conf_label_week_minus_three,team_conf_week_minus_three,opp_conf_week_minus_three,away_conf_label_week_minus_three,opp_home_win_pct_week_minus_three,opp_away_win_pct_week_minus_three,opp_home_win_pct_three,home_win_pct_week_minus_four,away_win_pct_week_minus_four,win_pct_week_minus_four,spread_week_minus_four,team_conf_label_week_minus_four,team_conf_week_minus_four,opp_conf_week_minus_four,away_conf_label_week_minus_four,opp_home_win_pct_week_minus_four,opp_away_win_pct_week_minus_four,opp_home_win_pct_four,home_wins_week_minus_four,away_wins_week_minus_four,points_against_week_minus_four,points_for_week_minus_four,total_wins_week_minus_four,total_week_minus_four,home_points_week_minus_four,away_points_week_minus_four,home_win_week_minus_four,away_win_week_minus_four,home_win_pct_week_minus_five,away_win_pct_week_minus_five,win_pct_week_minus_five,spread_week_minus_five,team_conf_label_week_minus_five,team_conf_week_minus_five,opp_conf_week_minus_five,away_conf_label_week_minus_five,home_wins_week_minus_five,away_wins_week_minus_five,points_against_week_minus_five,points_for_week_minus_five,total_wins_week_minus_five,total_week_minus_five,home_points_week_minus_five,away_points_week_minus_five,home_win_week_minus_five,away_win_week_minus_five,opp_home_win_pct_week_minus_five,opp_away_win_pct_week_minus_five,opp_home_win_pct_five
126,Lake Forest,Monmouth (IL),1,17.0,202,309,0.75,1.0,0.8333333333333334,49.0,59,Midwest,Midwest,59,0.0,0.5,0.3333333333333333,3,2.0,54.0,240.0,5,6.0,49.0,0.0,1,0,1.0,1.0,1.0,-2.0,59,Midwest,Midwest,59,0.0,0.0,0.0,3,2.0,38.0,226.0,5,5.0,14.0,16.0,0,1,1.0,1.0,1.0,33.0,59,Midwest,Midwest,59,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
127,Lakeland University,Eureka College,1,9.0,42,198,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,20.0,27,NACC,NACC,27,0.0,0.0,0.0,0,0.0,162.0,101.0,0,5.0,43.0,23.0,1,0,0.0,0.0,0.0,-9.0,27,NACC,NACC,27,1.0,0.6666666666666666,0.8,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.0,0.25,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
128,Lamar,Nicholls,1,7.0,616,647,0.0,0.0,0.0,-33.0,36,Southland,SWAC,7,0.0,0.0,0.0,0,0.0,222.0,122.0,0,6.0,21.0,54.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.6666666666666666,0.5,0.0,0.0,0.0,-3.0,36,Southland,Southland,36,0.5,0.0,0.25,0,0.0,129.0,71.0,0,4.0,34.0,37.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
129,Lane,Central State,1,11.0,431,326,0.5,0.6666666666666666,0.5714285714285714,-4.0,60,SIAC,SIAC,60,0.0,0.0,0.0,2,2.0,167.0,189.0,4,7.0,31.0,35.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.5,0.75,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.5,0.6,-5.0,60,SIAC,SIAC,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.3333333333333333,11.0,60,SIAC,SIAC,60,1,0.0,68.0,80.0,1,3.0,20.0,9.0,1,0,0.0,0.0,0.0
130,Lawrence,Knox College,0,-35.0,471,215,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-20.0,59,Midwest,Midwest,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
131,Lebanon Valley,Widener,0,-6.0,365,176,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.75,0.6666666666666666,-24.0,43,Mid Atlantic,Mid Atlantic,43,0.0,0.0,0.0,1,3.0,98.0,147.0,4,6.0,10.0,34.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,1.0,0.6,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333,5.0,43,Mid Atlantic,Mid Atlantic,43,0,1.0,61.0,44.0,1,3.0,24.0,19.0,1,0,0.0,0.0,0.0
132,Lenoir-Rhyne,Wingate,0,-3.0,247,651,0.75,1.0,0.8571428571428571,-14.0,20,South Atlantic,South Atlantic,20,0.0,0.0,0.0,3,3.0,119.0,246.0,6,7.0,24.0,38.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,0.6,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,1.0,0.8,21.0,20,South Atlantic,South Atlantic,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.6666666666666666,21.0,20,South Atlantic,South Atlantic,20,1,1.0,66.0,85.0,2,3.0,34.0,13.0,1,0,0.0,0.0,0.0
133,Lewis & Clark,Pacific (OR),0,-15.0,235,622,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.5,0.5,22.0,67,Northwest,Northwest,67,0.0,0.0,0.0,1,1.0,141.0,134.0,2,4.0,39.0,17.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,1.0,1.0,-38.0,67,Northwest,Northwest,67,0.0,0.0,0.0,1,1.0,28.0,85.0,2,2.0,28.0,66.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
134,Lincoln (PA),Virginia State,0,-21.0,606,468,0.0,0.5,0.3333333333333333,-25.0,16,CIAA,CIAA,16,0.6666666666666666,0.0,0.2857142857142857,0,2.0,139.0,95.0,2,6.0,20.0,45.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.6666666666666666,0.5,-2.0,16,CIAA,CIAA,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333
135,Lindenwood,William Jewell College,1,41.0,608,75,0.5,0.75,0.6666666666666666,15.0,35,OVC,OVC,35,0.0,0.0,0.0,1,3.0,211.0,201.0,4,6.0,33.0,18.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,1.0,0.5,0.6666666666666666,-21.0,35,OVC,OVC,35,0.0,0.0,0.0,1,1.0,79.0,84.0,2,3.0,28.0,49.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
136,Louisville,Wake Forest,1,27.0,536,67,0.5,0.5,0.5,14.0,6,ACC,ACC,6,0.0,0.0,0.0,1,2.0,134.0,166.0,3,6.0,24.0,10.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333,38.0,6,ACC,American Athletic,30,0,1.0,80.0,58.0,1,3.0,41.0,3.0,1,0,0.0,0.0,0.0
137,Luther,Loras College,0,-19.0,184,626,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,-46.0,61,American Rivers,American Rivers,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,-3.0,61,American Rivers,American Rivers,61,0,0.0,146.0,33.0,0,3.0,49.0,52.0,0,1,0.0,0.0,0.0
138,MIT,Coast Guard,0,-7.0,393,192,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,1.0,0.5,-17.0,47,NEWMAC,NEWMAC,47,0.0,0.0,0.0,1,1.0,81.0,86.0,2,4.0,0.0,17.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666,-35.0,47,NEWMAC,NEWMAC,47,0.5,0.0,0.25,1,1.0,39.0,79.0,2,3.0,7.0,42.0,0,1,0.0,1.0,0.5,29.0,47,NEWMAC,ECFC,57,0,1.0,33.0,44.0,1,2.0,35.0,6.0,1,0,1.0,1.0,1.0
139,Maine,Richmond,0,-10.0,382,449,0.0,0.0,0.0,0.0,0,,,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,10.0,23,CAA,CAA,23,0.0,0.0,0.0,0,1.0,169.0,86.0,1,5.0,38.0,28.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,-25.0,23,CAA,CAA,23,1.0,0.6666666666666666,0.75,0,0.0,100.0,35.0,0,3.0,20.0,45.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
140,Manchester,Franklin,0,-18.0,663,570,0.0,0.25,0.16666666666666666,-2.0,62,Heartland,Heartland,62,0.3333333333333333,0.6666666666666666,0.5,0,1.0,266.0,106.0,1,6.0,44.0,46.0,0,1,0.0,0.25,0.2,-31.0,62,Heartland,Heartland,62,0.0,0.0,0.0,0,1.0,215.0,86.0,1,5.0,20.0,51.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
141,Marietta,Ohio Northern,1,17.0,138,159,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,34.0,54,Ohio,Ohio,54,0.0,0.0,0.0,1,1.0,156.0,87.0,2,5.0,34.0,0.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666,-4.0,54,Ohio,Ohio,54,0.0,0.0,0.0,1,1.0,78.0,48.0,2,3.0,29.0,33.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
142,Marist,Presbyterian College,1,30.0,124,360,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0.4,-17.0,51,Pioneer,Pioneer,51,1.0,0.25,0.4,0,2.0,175.0,114.0,2,5.0,7.0,24.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,-14.0,51,Pioneer,Pioneer,51,1.0,0.0,0.25,0,1.0,106.0,45.0,1,3.0,24.0,38.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
143,Marshall,Coastal Carolina,0,-11.0,226,275,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.3333333333333333,0.6,-10.0,44,Sun Belt,Sun Belt,44,0.0,0.0,0.0,2,1.0,81.0,147.0,3,5.0,13.0,23.0,0,1,0.0,0.0,0.0,0.0,0,,,0,1.0,0.0,0.4,1.0,0.3333333333333333,0.5,21.0,44,Sun Belt,Big South,21,0.0,0.0,0.0,1,1.0,74.0,119.0,2,4.0,28.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
144,Maryville TN,Brevard College,0,-3.0,195,150,0.0,0.75,0.42857142857142855,54.0,55,USA South,USA South,55,0.0,0.0,0.0,0,3.0,168.0,229.0,3,7.0,61.0,7.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.5,1.0,0.8,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.5,0.25,-14.0,55,USA South,USA South,55,0.0,0.0,0.0,0,1.0,102.0,100.0,1,4.0,28.0,42.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
145,McKendree,Southwest Baptist,0,-18.0,402,499,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.3333333333333333,1.0,0.6666666666666666,-1.0,32,Great Lakes,Great Lakes,32,0.6666666666666666,1.0,0.8,1,3.0,201.0,217.0,4,6.0,62.0,63.0,0,1,0.5,1.0,0.8,-15.0,32,Great Lakes,Great Lakes,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0.6666666666666666,36.0,32,Great Lakes,Great Midwest Athletic,18,0,2.0,119.0,103.0,2,3.0,46.0,10.0,1,0,0.0,0.0,0.0
146,McNeese,Southeastern Louisiana,0,-1.0,618,607,0.0,0.0,0.0,0.0,0,,,0,1.0,0.75,0.8571428571428571,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.2,-25.0,36,Southland,Southland,36,0.0,0.0,0.0,1,0.0,187.0,98.0,1,5.0,15.0,40.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,15.0,36,Southland,Gulf South,33,0,0.0,122.0,46.0,0,3.0,32.0,17.0,1,0,0.0,0.0,0.0
147,Merchant Marine,Springfield,0,-14.0,106,110,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.75,12.0,47,NEWMAC,NEWMAC,47,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
148,Mercyhurst,California (PA),0,-24.0,542,29,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333,-2.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,0,2.0,165.0,171.0,2,6.0,21.0,23.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,-3.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.5,0.25,0,2.0,118.0,141.0,2,4.0,13.0,16.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
149,Michigan,Michigan State,1,22.0,117,102,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,24.0,2,Big Ten,Big Ten,2,0.0,0.0,0.0,4,2.0,68.0,258.0,6,6.0,41.0,17.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,7.0,2,Big Ten,Big Ten,2,3,0.0,0.0,0.0,3,0.0,34.0,27.0,1,0,0.0,0.0,0.0
150,Michigan Tech,Grand Valley State,0,-35.0,23,65,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.0,0.3333333333333333,14.0,14,GLIAC,GLIAC,14,1.0,1.0,1.0,2,0.0,194.0,136.0,2,6.0,21.0,7.0,1,0,0.5,0.0,0.2,1.0,14,GLIAC,GLIAC,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.3333333333333333,-22.0,14,GLIAC,GLIAC,14,1,0.0,73.0,50.0,1,3.0,13.0,35.0,0,1,0.5,0.0,0.3333333333333333
151,Middlebury,Colby,1,3.0,627,565,0.0,0.0,0.0,0.0,0,,,0,0.5,0.3333333333333333,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,-6.0,71,NESCAC,NESCAC,71,0.0,0.0,0.0,2,2.0,33.0,91.0,4,4.0,21.0,27.0,0,1,1.0,1.0,1.0,23.0,71,NESCAC,NESCAC,71,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
152,Midwestern State,Western Oregon,1,5.0,264,446,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.6666666666666666,0.5,0.6,-12.0,38,Lone Star,Lone Star,38,1.0,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,1.0,0.6666666666666666,77.0,38,Lone Star,Lone Star,38,1,1.0,94.0,83.0,2,3.0,77.0,0.0,1,0,0.0,0.0,0.0
153,Miles,Edward Waters,0,-6.0,491,234,0.0,0.25,0.14285714285714285,-28.0,60,SIAC,SIAC,60,0.25,0.3333333333333333,0.2857142857142857,0,1.0,196.0,92.0,1,7.0,7.0,35.0,0,1,0.0,0.25,0.16666666666666666,-3.0,60,SIAC,SIAC,60,1.0,0.0,0.4,0,1.0,161.0,60.0,1,6.0,32.0,35.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.0,0.3333333333333333
154,Millersville,Kutztown,0,-7.0,342,350,0.3333333333333333,0.25,0.2857142857142857,3.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,1,1.0,196.0,127.0,2,7.0,17.0,14.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0.3333333333333333,0.6666666666666666,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.3333333333333333,0.2,6.0,12,Pennsylvania State Athletic,Pennsylvania State Athletic,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.5,0.5,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
155,Minnesota,Rutgers,1,31.0,90,444,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,1.0,1.0,1.0,-10.0,2,Big Ten,Big Ten,2,1.0,0.0,0.0,3,1.0,24.0,183.0,4,4.0,10.0,20.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
156,Minnesota-Duluth,Minot State,1,44.0,47,200,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.0,0.6666666666666666,46.0,22,Northern Sun,Northern Sun,22,0.0,0.0,0.0,4,0.0,120.0,185.0,4,6.0,53.0,7.0,1,0,1.0,0.0,0.6,35.0,22,Northern Sun,Northern Sun,22,0.0,0.3333333333333333,0.2,1.0,0.0,0.5,8.0,22,Northern Sun,Northern Sun,22,0.0,0.0,0.0,2,0.0,78.0,100.0,2,4.0,36.0,28.0,1,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666
157,Misericordia,Stevenson,0,-37.0,387,380,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.6666666666666666,0.4,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,-35.0,43,Mid Atlantic,Mid Atlantic,43,0.0,1.0,0.75,1.0,0.3333333333333333,0.5,-14.0,43,Mid Atlantic,Mid Atlantic,43,0.0,0.0,0.0,1,1.0,99.0,79.0,2,4.0,14.0,28.0,0,1,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.5,0.3333333333333333
158,Mississippi College,Delta State,0,-14.0,371,668,0.0,0.0,0.0,0.0,0,,,0,0.25,0.3333333333333333,0.2857142857142857,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,14.0,33,Gulf South,Gulf South,33,0.5,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,1.0,1.0
159,Missouri State,Western Illinois,1,50.0,332,598,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.75,0.6666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,-17.0,15,MVFC,MVFC,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,0.5,0.75,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666,-14.0,15,MVFC,MVFC,15,1,1.0,82.0,89.0,2,3.0,14.0,28.0,0,1,0.0,0.0,0.0
160,Missouri Western,Missouri Southern State,1,4.0,78,72,0.0,0.0,0.0,0.0,0,,,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,,,0,0.5,0.0,0.16666666666666666,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.5,0.3333333333333333,0.4,-21.0,34,Mid America,Mid America,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0,1.0,1.0,1.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0,0.5,0.6666666666666666,-7.0,34,Mid America,Mid America,34,1,1.0,55.0,82.0,2,3.0,31.0,38.0,0,1,0.0,0.5,0.3333333333333333
